Storkreds,Opstillingskreds,Kommune,Valgdistrikt_kode,Location,Persons18,Persons65,Age_Mean,Income_Mean,Grundskole,Gymnasial,Erhvervsfaglig,Kort_vider,Mellemlang_vider,Bachelor,Lang_vider,Uoplyst,with_children,without_children,A. Socialdemokratiet,B. Radikale Venstre,C. Det Konservative Folkeparti,D. Nye Borgerlige,E. Klaus Riskær Pedersen,F. SF - Socialistisk Folkeparti,I. Liberal Alliance,K. Kristendemokraterne,O. Dansk Folkeparti,P. Stram Kurs,"V. Venstre, Danmarks Liberale Parti",Ø. Enhedslisten - De Rød-Grønne,Å. Alternativet,Kandidater uden for partierne i alt
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,20,Hundelev,839,276,55.3,227806,30.03575685,2.502979738,44.69606675,3.57568534,14.66030989,0.476758045,2.502979738,1.549463647,575,264,200,28,59,26,6,35,14,5,75,13,222,28,8,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,21,Løkken,2283,884,57.8,215403.9,32.0630749,5.081033728,38.10775296,3.766973281,15.5935173,0.481822164,3.285151117,1.620674551,1664,619,582,68,140,50,14,93,22,29,191,33,587,65,17,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,22,Sindal,2724,889,54.6,214596.3,36.23348018,3.89133627,41.00587372,3.15712188,12.15124816,0.403817915,2.31277533,0.844346549,1837,887,778,61,105,47,13,89,21,34,239,36,702,62,28,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,23,Astrup,908,217,50.6,302375.2,29.40528634,4.405286344,44.38325991,3.414096916,15.4185022,0.330396476,2.202643172,0.440528634,528,380,207,41,23,25,11,36,12,16,76,17,267,32,7,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,26,Tolne,946,229,53,198914.4,36.04651163,4.651162791,38.90063425,3.382663848,11.94503171,0.528541226,2.854122622,1.691331924,666,280,204,25,35,31,8,37,12,15,114,20,226,38,13,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,27,Ugilt,795,176,51.1,221781.1,34.33962264,3.647798742,44.52830189,4.150943396,9.811320755,0.251572327,2.389937107,0.880503145,499,296,218,19,40,17,12,15,5,4,116,11,216,15,10,0
10.Nordjyllands Storkreds,2. Hjørring Opstillingskreds,860,28,Lendum,1164,294,51.8,217467.9,37.71477663,3.52233677,43.81443299,2.920962199,8.161512027,0.257731959,1.890034364,1.718213058,761,403,287,22,33,24,8,19,9,24,138,19,285,29,11,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,1,Agersted,637,162,52.2,207588.8,34.37990581,3.610675039,42.38618524,2.982731554,10.3610675,0.470957614,4.238618524,1.569858713,427,210,166,12,17,14,4,19,7,7,78,19,130,27,10,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,2,Asaa,1401,498,56.9,207256.1,41.61313348,3.140613847,39.04354033,2.141327623,10.49250535,0.5710207,2.069950036,0.927908637,1059,342,445,29,27,26,10,50,7,9,148,38,262,49,15,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,3,Dronninglund,3843,1144,53.1,226055,32.00624512,3.85115795,37.44470466,4.033307312,14.62399167,1.014832162,5.984907624,1.0408535,2439,1404,1074,184,136,40,28,155,34,63,330,52,911,103,45,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,4,Flauenskjold,1008,235,51.3,210355.5,35.61507937,4.861111111,42.55952381,3.273809524,9.623015873,0.496031746,2.876984127,0.694444444,638,370,251,25,32,27,8,30,7,12,129,14,246,21,16,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,5,Hjallerup,3397,972,52.4,237749.7,27.73035031,3.856343833,40.09420077,5.357668531,16.72063586,0.942007654,4.68060053,0.618192523,1976,1421,1047,121,108,41,21,144,57,26,288,41,923,64,32,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,6,Klokkerholm,1485,360,52,225826,29.62962963,4.646464646,42.02020202,4.30976431,13.26599327,0.875420875,3.771043771,1.481481481,922,563,388,51,39,32,20,49,18,21,148,33,382,47,25,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,10,Brønderslev,9627,3234,54.6,213936.6,32.30497559,4.799002805,38.90100758,4.019943908,14.25158409,0.706346733,3.812194869,1.204944427,6663,2964,3089,306,431,127,68,400,156,119,796,108,2039,243,112,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,34,Stenum,491,105,49.7,228315.3,28.51323829,5.295315682,43.3808554,2.647657841,16.08961303,0.610997963,2.036659878,1.425661914,255,236,143,8,24,6,2,17,8,12,58,7,127,19,3,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,40,Thise,914,233,52.5,221419.5,30.19693654,3.719912473,44.52954048,2.735229759,15.31728665,0.218818381,2.078774617,1.203501094,527,387,235,28,35,22,12,23,13,19,105,15,229,20,11,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,50,Ø. Brønderslev,1186,246,49.8,237674.2,26.98145025,3.625632378,45.10961214,3.878583474,14.75548061,0.674536256,3.962900506,1.011804384,645,541,341,22,62,23,12,65,35,12,81,15,289,22,11,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,56,Hallund,494,98,49.9,216535.3,34.81781377,2.834008097,44.33198381,3.441295547,9.91902834,0.4048583,3.441295547,0.809716599,296,198,135,13,23,7,4,10,4,8,46,18,128,18,6,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,70,Jerslev,1814,437,51.9,219336.8,35.22601985,3.528114664,42.83351709,3.307607497,10.74972437,0.275633958,3.197353914,0.882028666,1186,628,395,40,94,47,9,60,23,24,193,51,419,64,18,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,810,80,Serritslev,653,157,50.7,219118.8,32.77182236,3.215926493,43.64471669,3.82848392,13.32312404,0.153139357,2.603369066,0.45941807,396,257,201,11,19,19,3,19,9,15,64,8,169,20,4,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,1,Aabybro,4620,1384,52.4,245243.1,25.28138528,4.458874459,41.21212121,5.519480519,15.64935065,1.103896104,5.562770563,1.212121212,2592,2028,1300,159,208,94,25,182,85,48,330,44,1412,80,69,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,2,Biersted,1482,402,51.8,222403.2,28.40755735,4.453441296,45.951417,3.50877193,13.02294197,1.012145749,3.441295547,0.20242915,843,639,507,48,38,35,7,49,17,16,146,21,333,32,13,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,3,Nørhalne,1199,283,49.4,239026.9,26.02168474,4.503753128,41.61801501,5.337781485,15.4295246,0.917431193,5.337781485,0.834028357,595,604,403,41,49,30,10,54,33,15,120,13,263,22,16,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,4,Vedsted.1,975,290,54.2,216634.4,31.69230769,4.717948718,44.20512821,3.282051282,11.17948718,1.025641026,2.666666667,1.230769231,651,324,306,35,33,14,13,29,17,18,72,10,245,16,10,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,5,Gjøl,910,291,55.2,235619.7,25.38461538,4.725274725,42.96703297,4.285714286,15.05494505,0.43956044,6.263736264,0.879120879,577,333,270,38,46,12,13,32,17,12,67,3,266,26,11,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,6,Ingstrup,513,175,55.9,222194.2,34.3079922,3.50877193,37.42690058,3.50877193,15.98440546,0.584795322,3.50877193,1.169590643,383,130,106,9,16,18,6,30,4,11,61,10,123,13,10,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,7,V. Hjermitslev,431,126,54.2,203429.3,32.48259861,3.944315545,44.54756381,2.784222738,11.13689095,0.696055684,2.784222738,1.62412993,297,134,129,10,12,9,1,15,10,7,57,3,94,3,3,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,8,Brovst,2281,834,55.4,203238.1,38.71109163,3.726435774,39.2810171,2.981148619,11.44234985,0.52608505,1.885138097,1.446733889,1619,662,637,63,97,40,9,54,20,27,189,29,536,52,16,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,9,Halvrimmen,1080,303,51.9,201655.3,36.57407407,3.981481481,42.31481481,3.055555556,9.351851852,0.833333333,2.685185185,1.203703704,719,361,290,27,35,27,13,33,19,8,98,8,273,18,15,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,10,Arentsminde,500,129,52,197485.1,40.8,4.8,40.2,2.8,7.4,0.2,2.6,1.2,341,159,142,9,14,7,3,8,10,4,55,5,117,4,9,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,11,Tranum,878,267,53.6,212002.5,32.80182232,6.036446469,33.02961276,4.783599089,15.37585421,1.366742597,4.44191344,2.164009112,624,254,214,27,52,14,9,39,15,13,95,6,173,42,20,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,12,Skovsgård,1219,318,51.7,204802.2,42.32977851,4.429860541,36.01312551,2.707136998,10.58244463,1.230516817,1.394585726,1.312551272,813,406,352,28,23,32,14,36,12,29,122,19,266,30,16,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,13,Fjerritslev,3328,1210,55.8,211925.2,38.01081731,4.627403846,37.62019231,2.914663462,11.65865385,0.480769231,3.305288462,1.382211538,2375,953,969,103,94,59,22,114,30,54,310,38,732,65,31,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,14,Thorup,1014,286,53.2,208916.8,42.11045365,4.635108481,36.78500986,2.268244576,9.171597633,0.394477318,3.057199211,1.57790927,679,335,243,25,25,19,2,32,10,4,128,8,230,32,12,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,15,Ørebro,780,162,49.9,210952.6,36.28205128,4.487179487,40.64102564,3.333333333,11.02564103,0.512820513,2.179487179,1.538461538,449,331,218,12,20,13,7,33,8,16,78,9,194,17,8,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,16,Trekroner.1,911,223,50.8,213058.6,35.23600439,5.37870472,41.93194292,2.634467618,11.19648738,0.658616905,2.085620198,0.878155873,528,383,219,22,21,19,4,31,15,16,83,7,261,19,16,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,18,Pandrup,2480,750,54.1,221980.2,34.15322581,4.717741935,40.08064516,4.233870968,11.61290323,0.887096774,2.862903226,1.451612903,1620,860,786,55,67,82,15,72,23,42,210,34,569,62,34,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,19,Kaas,2212,565,51.6,193314.3,43.44484629,4.294755877,39.87341772,1.853526221,6.329113924,0.361663653,1.356238698,2.486437613,1489,723,731,29,33,102,9,61,24,10,242,69,277,59,17,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,20,Hune,1356,727,63.2,250593.7,24.26253687,3.539823009,40.92920354,4.646017699,18.36283186,0.368731563,5.899705015,1.991150442,1175,181,339,48,103,37,8,54,18,19,134,22,392,38,14,0
10.Nordjyllands Storkreds,3. Brønderslev Opstillingskreds,849,21,Saltum,982,370,57,208351.2,33.60488798,4.786150713,38.3910387,3.869653768,13.64562118,0.610997963,3.054989817,2.036659878,734,248,230,27,34,23,9,39,21,22,92,22,245,23,17,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,1,Sejerslev,618,220,56.1,207653.8,43.68932039,3.074433657,40.77669903,2.588996764,6.634304207,0.485436893,1.294498382,1.45631068,428,190,181,20,24,10,9,18,2,14,47,13,154,17,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,2,Flade,458,179,57.4,212827.5,41.26637555,3.493449782,36.24454148,1.965065502,12.44541485,0.436681223,3.493449782,0.655021834,337,121,146,13,13,5,6,7,6,0,45,8,118,16,12,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,3,Bjergby,316,89,53.6,219180.3,27.53164557,5.379746835,40.50632911,5.063291139,17.40506329,0,3.481012658,0.632911392,188,128,77,14,13,2,2,18,3,4,21,3,110,6,2,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,4,Sundby.1,461,162,56.4,218923.5,34.27331887,3.470715835,40.9978308,3.904555315,12.79826464,0.433839479,3.253796095,0.867678959,318,143,149,17,11,5,3,12,4,3,38,7,138,25,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,5,Solbjerg,310,82,53.2,228851.5,39.03225806,2.903225806,43.5483871,3.225806452,9.032258065,0,1.612903226,0.64516129,194,116,73,6,11,4,2,19,2,4,44,11,95,5,0,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,6,Thorup.1,314,79,52.1,208325.1,30.89171975,4.140127389,38.85350318,5.732484076,15.60509554,0.318471338,2.866242038,1.592356688,184,130,60,13,15,4,2,15,9,9,21,3,97,23,4,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,7,Ø. Jølby,701,283,57.3,196603.9,43.93723252,2.567760342,39.5149786,1.426533524,9.272467903,0.285306705,1.569186876,1.426533524,456,245,204,21,28,6,0,21,12,8,53,9,212,10,5,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,8,Erslev,502,143,52.3,205169.4,38.64541833,2.788844622,46.61354582,1.992031873,7.171314741,0.199203187,1.992031873,0.597609562,335,167,157,6,17,3,6,16,4,2,51,11,134,12,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,9,Tødsø,658,163,51.2,218990.7,32.82674772,5.319148936,45.2887538,2.887537994,10.79027356,0.151975684,1.823708207,0.911854103,405,253,222,15,15,6,5,14,6,5,50,15,193,18,6,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,10,Frøslev,451,110,51.3,217606.5,40.79822616,1.99556541,42.1286031,1.55210643,9.090909091,0.88691796,2.2172949,1.33037694,274,177,168,9,8,5,0,11,3,6,25,7,125,2,6,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,11,Tæbring,444,114,51.5,204577.8,43.69369369,3.378378378,40.09009009,2.477477477,8.333333333,0,1.351351351,0.675675676,288,156,134,8,6,12,0,6,2,9,42,13,137,15,0,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,12,Fredsø,642,152,50.8,213122.1,32.39875389,4.049844237,43.7694704,4.049844237,12.92834891,0.15576324,1.557632399,1.090342679,383,259,185,7,19,2,3,24,6,7,52,6,215,17,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,13,Vils,631,165,51.9,217166.4,36.76703645,5.388272583,41.52139461,3.011093502,10.93502377,0,1.267828843,1.109350238,349,282,173,15,15,5,5,15,5,5,53,9,206,8,5,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,14,Karby,667,238,56.9,195561.7,41.37931034,4.347826087,36.28185907,3.298350825,11.39430285,0.149925037,1.499250375,1.649175412,466,201,139,20,26,11,2,21,7,9,55,14,219,14,7,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,15,Redsted,459,121,53.9,194248.7,43.57298475,2.396514161,40.95860566,3.48583878,7.625272331,0,1.307189542,0.653594771,305,154,117,7,12,8,3,10,2,5,43,6,150,13,5,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,16,Ørding,464,138,53,217028.7,37.5,3.879310345,40.94827586,2.801724138,10.34482759,0.431034483,3.017241379,1.077586207,297,167,108,14,17,13,2,7,2,13,54,3,146,16,6,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,17,Ø. Assels,495,177,57.4,189843.2,49.09090909,3.232323232,32.52525253,1.414141414,8.888888889,0.606060606,2.02020202,2.222222222,366,129,148,13,7,4,6,10,1,4,72,7,118,13,9,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,773,18,Nykøbing.1,7156,2600,55.7,212323.2,38.59698155,4.653437675,37.68865288,3.437674679,11.09558413,0.517048631,2.766908888,1.243711571,5241,1915,2497,164,237,71,32,216,63,106,486,70,1517,195,73,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,1,Thisted By,7051,2174,52.4,216720.1,34.26464331,6.708268331,35.88143526,4.155438945,12.8917884,0.822578358,3.871791235,1.404056162,5097,1954,2264,235,326,84,42,287,98,136,430,81,1457,256,87,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,2,Harring-Stagstrup,895,285,54.6,206276.6,37.20670391,4.134078212,40.89385475,2.905027933,11.17318436,0.446927374,2.122905028,1.117318436,619,276,293,18,40,11,4,26,6,36,96,8,199,11,4,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,3,Hillerslev-Kåstrup,724,165,50.6,228501.1,36.04972376,4.281767956,42.67955801,3.314917127,9.392265193,0.552486188,2.762430939,0.966850829,395,329,163,18,34,3,2,13,7,22,68,9,231,25,8,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,4,Hundborg-Jannerup,710,215,53.7,202135.7,39.71830986,4.788732394,37.32394366,3.23943662,10,0.563380282,3.098591549,1.267605634,487,223,161,26,17,11,4,28,8,18,75,12,151,38,11,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,5,Vorupør,505,180,55.6,213415.3,34.85148515,4.95049505,38.61386139,5.940594059,11.28712871,0.396039604,2.178217822,1.782178218,361,144,155,23,32,15,0,10,4,4,79,8,103,13,5,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,6,Nors-Tved,1187,340,52.9,237710.7,33.27716933,4.549283909,44.31339511,3.454085931,10.44650379,0.421229992,2.527379949,1.01095198,740,447,308,26,52,22,5,19,35,27,107,11,364,19,12,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,7,Sennels,953,283,53.3,256654.5,24.97376705,4.721930745,39.66421826,6.925498426,17.20881427,0.524658972,5.246589717,0.73452256,567,386,284,32,62,10,3,32,20,4,57,9,295,10,12,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,8,Sjørring-Thorsted,1060,253,51.9,242087.7,29.62264151,4.339622642,43.86792453,3.490566038,14.62264151,0.471698113,2.735849057,0.849056604,610,450,329,38,50,9,2,30,12,12,77,7,299,24,18,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,9,Skjoldborg-Kallerup,454,98,51.6,215070.8,32.15859031,4.185022026,45.37444934,3.083700441,9.911894273,0.440528634,3.524229075,1.321585903,288,166,98,13,27,4,2,12,6,20,42,13,147,11,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,10,Snedsted-Nørhå,1488,458,54.7,204361.5,40.72580645,3.561827957,40.25537634,2.620967742,9.274193548,0.268817204,2.284946237,1.008064516,1026,462,423,31,136,29,9,48,10,19,199,10,273,49,22,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,11,Sønderhå-Hørsted,294,64,51.6,204467.4,34.01360544,3.06122449,40.81632653,3.06122449,13.94557823,0.340136054,3.06122449,1.700680272,172,122,71,10,15,6,2,16,2,7,33,4,78,4,3,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,12,Thisted Landsogn,3144,999,53.7,238391.3,27.98982188,5.216284987,41.7302799,4.007633588,15.29898219,0.699745547,3.880407125,1.176844784,1929,1215,987,113,197,49,20,113,40,66,216,23,741,116,50,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,13,Vang-Tvorup,306,93,54.1,215019.5,37.25490196,3.267973856,39.54248366,1.960784314,10.78431373,0,5.22875817,1.960784314,206,100,63,13,20,4,4,14,2,13,36,2,56,20,9,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,14,"Skinnerup, V Og Ø Vandet",453,118,51.9,249864,28.69757174,5.077262693,42.16335541,4.194260486,13.46578366,0.662251656,5.298013245,0.441501104,273,180,95,11,22,7,3,15,11,17,34,5,164,16,10,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,15,"Øsløs, Vesløs Og Arup",861,276,55.2,199994,37.74680604,4.761904762,36.70150987,3.368176539,13.47270616,0.580720093,2.206736353,1.161440186,588,273,240,13,34,13,4,37,8,17,97,5,182,45,18,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,16,"Østerild, Hunstrup",807,249,53.8,220508.7,38.5377943,4.213135068,42.13135068,2.973977695,8.550185874,0.495662949,2.230483271,0.867410161,519,288,240,12,32,4,3,18,3,7,67,11,242,16,5,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,17,Hanstholm,1480,464,53.2,225839.7,42.97297297,3.445945946,39.32432432,2.162162162,7.22972973,0.135135135,1.689189189,3.040540541,992,488,341,28,80,25,6,26,12,12,148,30,401,26,11,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,18,Ræhr/Vigsø,685,214,55,231206.7,42.33576642,4.233576642,38.10218978,3.795620438,8.759124088,0,0.875912409,1.897810219,500,185,157,15,23,9,4,9,4,3,66,7,210,17,8,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,19,Klitmøller,762,253,52.6,233460.2,19.55380577,7.086614173,30.44619423,4.330708661,21.52230971,2.49343832,13.12335958,1.443569554,504,258,171,72,34,4,8,52,11,10,42,8,139,50,60,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,20,Frøstrup,836,218,53.3,190319.5,38.15789474,6.459330144,36.00478469,4.306220096,9.449760766,0.358851675,3.468899522,1.794258373,526,310,283,17,23,12,5,30,9,11,48,8,185,62,22,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,21,Lild,224,94,59.3,205804.7,29.91071429,2.678571429,38.83928571,4.464285714,13.83928571,0.446428571,8.482142857,1.339285714,182,42,67,5,5,6,2,14,4,4,17,0,47,22,4,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,23,Bedsted.1,1555,475,54,201406,40.38585209,3.279742765,39.48553055,2.829581994,10.09646302,0.578778135,2.250803859,1.093247588,1035,520,389,40,61,15,13,48,16,34,156,36,391,42,23,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,24,Hurup,2567,922,56.3,220441.9,38.44955201,2.921698481,43.24113751,3.03856642,9.232567199,0.233735878,1.675107129,1.207635372,1797,770,792,74,150,23,10,54,24,58,229,29,631,41,11,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,25,Koldby,1329,397,54.4,204922.4,38.52520692,4.288939052,40.48156509,3.386004515,10.082769,0.376222724,1.73062453,1.128668172,874,455,363,28,91,27,9,35,17,21,137,12,294,41,21,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,26,Vestervig,1309,505,57,211726.8,34.14820474,3.819709702,44.15584416,2.062643239,10.69518717,0.534759358,3.20855615,1.375095493,926,383,334,37,80,12,8,35,14,79,137,21,309,37,8,0
10.Nordjyllands Storkreds,4. Thisted Opstillingskreds,787,27,Ydby,888,277,54.2,215233.7,30.74324324,4.954954955,37.38738739,4.279279279,16.44144144,0.337837838,3.941441441,1.914414414,604,284,201,36,53,10,8,40,10,20,90,15,241,31,21,0
10.Nordjyllands Storkreds,5. Himmerland Opstillingskreds,820,1,Aalestrup,3020,914,53.4,209810.8,40.69536424,4.072847682,37.64900662,2.516556291,11.05960265,0.397350993,2.01986755,1.589403974,2047,973,687,68,125,71,33,99,23,47,295,56,754,44,18,0
10.Nordjyllands Storkreds,5. Himmerland Opstillingskreds,820,2,Farsø,3499,1197,55.2,217363.8,35.49585596,3.943983995,41.55472992,4.001143184,11.51757645,0.314375536,2.257787939,0.914547013,2341,1158,772,68,163,66,9,145,36,73,390,58,948,55,19,0
10.Nordjyllands Storkreds,5. Himmerland Opstillingskreds,820,3,Strandby.1,610,205,54.9,197229.8,34.09836066,3.114754098,40.16393443,2.950819672,12.95081967,0.491803279,3.114754098,3.114754098,447,163,119,22,34,19,4,36,5,12,64,9,150,24,1,0
